,date,account_value
175,2021-03-12,1328646.0830980374
176,2021-03-15,1334127.3643480374
177,2021-03-16,1332564.078505142
178,2021-03-17,1332112.882094009
179,2021-03-18,1321811.9558626248
180,2021-03-19,1295461.7633043362
181,2021-03-22,1298696.9912401272
182,2021-03-23,1288979.1151109769
183,2021-03-24,1275441.2968431546
184,2021-03-25,1275366.9276262356
185,2021-03-26,1289585.0009752347
186,2021-03-29,1292434.0817247464
187,2021-03-30,1291615.9437852933
188,2021-03-31,1287464.2228380276
189,2021-04-01,1294808.573286636
190,2021-04-05,1305494.3423296048
191,2021-04-06,1313285.8881364895
192,2021-04-07,1314173.6487108304
193,2021-04-08,1320971.2394090726
194,2021-04-09,1328761.3119493558
195,2021-04-12,1327656.1949449612
196,2021-04-13,1321300.8630662991
197,2021-04-14,1326872.5163103177
198,2021-04-15,1342662.0151659085
199,2021-04-16,1350329.44937001
200,2021-04-19,1348532.495817764
201,2021-04-20,1322605.0444017483
202,2021-04-21,1337100.63246022
203,2021-04-22,1326117.6380144192
204,2021-04-23,1344809.8289934231
205,2021-04-26,1348889.8852220608
206,2021-04-27,1352657.0882097317
207,2021-04-28,1354952.6591936185
208,2021-04-29,1371672.5330339505
209,2021-04-30,1358020.3176561429
210,2021-05-03,1364676.0442644192
211,2021-05-04,1352909.7889848782
212,2021-05-05,1360639.979536636
213,2021-05-06,1380878.7829729153
214,2021-05-07,1394494.9772783353
215,2021-05-10,1379247.7690874173
216,2021-05-11,1364680.946486099
217,2021-05-12,1336757.502318008
218,2021-05-13,1354063.0608812405
219,2021-05-14,1378880.000364883
220,2021-05-17,1377118.020338638
221,2021-05-18,1370763.6503587796
222,2021-05-19,1357578.6331010892
223,2021-05-20,1366993.8231950833
224,2021-05-21,1370878.0322862698
225,2021-05-24,1381807.6389146878
226,2021-05-25,1377428.5253892972
227,2021-05-26,1381529.619154556
228,2021-05-27,1383768.4066454007
229,2021-05-28,1386197.0969072415
230,2021-06-01,1394712.82336293
231,2021-06-02,1400436.8609453274
232,2021-06-03,1404203.9075456692
233,2021-06-04,1414486.1079088284
234,2021-06-07,1410407.6844926907
235,2021-06-08,1405667.4695116116
236,2021-06-09,1400837.0328813626
237,2021-06-10,1392083.018309219
238,2021-06-11,1402357.837034805
239,2021-06-14,1396944.7437578274
240,2021-06-15,1389797.6372819974
241,2021-06-16,1381259.4205003812
242,2021-06-17,1373248.7000871731
243,2021-06-18,1346911.0908342435
244,2021-06-21,1370658.8146654202
245,2021-06-22,1378948.039793594
246,2021-06-23,1379784.7444292142
247,2021-06-24,1393131.2652269437
248,2021-06-25,1422969.2554002835
249,2021-06-28,1417904.3056474759
250,2021-06-29,1430040.010786636
251,2021-06-30,1440259.138029678
252,2021-07-01,1439242.40299855
253,2021-07-02,1449895.5995622708
254,2021-07-06,1447498.507322891
255,2021-07-07,1449176.4026628567
256,2021-07-08,1432698.8822923733
257,2021-07-09,1455775.638243301
258,2021-07-12,1465360.1864458157
259,2021-07-13,1467652.556654556
260,2021-07-14,1478186.2928606106
261,2021-07-15,1479063.1935411526
262,2021-07-16,1462668.7081590726
263,2021-07-19,1431200.7920213772
264,2021-07-20,1455255.7246690823
265,2021-07-21,1468487.4051347806
266,2021-07-22,1474049.3060442044
267,2021-07-23,1490238.858076675
268,2021-07-26,1493561.9801012112
269,2021-07-27,1489544.512159927
270,2021-07-28,1480852.2042680813
271,2021-07-29,1489978.2842699124
272,2021-07-30,1486501.2694078519
273,2021-08-02,1483431.564680679
274,2021-08-03,1491574.981413467
275,2021-08-04,1485323.7492967679
276,2021-08-05,1504191.597166641
277,2021-08-06,1520031.854689224
278,2021-08-09,1519784.767378433
279,2021-08-10,1531941.9973589017
280,2021-08-11,1536750.440840347
281,2021-08-12,1538008.9993883206
282,2021-08-13,1536542.965208633
283,2021-08-16,1541818.222731216
284,2021-08-17,1532566.032133682
285,2021-08-18,1509988.3249956204
286,2021-08-19,1504039.494505508
287,2021-08-20,1514028.845640762
288,2021-08-23,1527643.32726918
289,2021-08-24,1535351.1909013821
290,2021-08-25,1537487.966520889
291,2021-08-26,1526432.553099258
292,2021-08-27,1539566.9334856106
293,2021-08-30,1538894.8824754788
294,2021-08-31,1533412.5309587552
295,2021-09-01,1535551.1246324612
296,2021-09-02,1531561.4423967435
297,2021-09-03,1529693.9948259427
298,2021-09-07,1527559.410536392
299,2021-09-08,1520629.304197891
300,2021-09-09,1518107.5453935696
301,2021-09-10,1505527.5129076077
302,2021-09-13,1507772.3824754788
303,2021-09-14,1494824.4889665677
304,2021-09-15,1493814.9694048
305,2021-09-16,1486749.9204240872
306,2021-09-17,1469947.0064073636
307,2021-09-20,1440112.7685381009
308,2021-09-21,1438552.605772598
309,2021-09-22,1459987.6304765774
310,2021-09-23,1480116.3270860745
311,2021-09-24,1470414.060988052
312,2021-09-27,1473186.6240526272
313,2021-09-28,1443089.08798085
314,2021-09-29,1440999.9851671292
315,2021-09-30,1421675.5602251126
316,2021-10-01,1435774.1916032864
317,2021-10-04,1414758.9881578519
318,2021-10-05,1436254.2051378323
319,2021-10-06,1443160.3393083645
320,2021-10-07,1460420.4285112454
321,2021-10-08,1464063.8491655423
322,2021-10-11,1445221.8602434231
323,2021-10-12,1446846.244505508
324,2021-10-13,1446838.0169511868
325,2021-10-14,1464656.1877733304
326,2021-10-15,1493027.3391862942
327,2021-10-18,1506939.537779434
328,2021-10-19,1514003.1468187405
329,2021-10-20,1510422.1215959622
330,2021-10-21,1513755.2612749173
331,2021-10-22,1525417.080229385
332,2021-10-25,1531958.1500078274
333,2021-10-26,1532898.5418382718
334,2021-10-27,1503213.3217454983
