,date,account_value
291,2021-08-26,1386941.7251555442
292,2021-08-27,1396525.5733420372
293,2021-08-30,1414230.6017615318
294,2021-08-31,1409124.094185543
295,2021-09-01,1409070.6406867027
296,2021-09-02,1415590.0508963584
297,2021-09-03,1414548.332920742
298,2021-09-07,1419994.310768795
299,2021-09-08,1411312.48276968
300,2021-09-09,1401350.1150061607
301,2021-09-10,1373832.459534359
302,2021-09-13,1380876.9496352195
303,2021-09-14,1366817.2389609336
304,2021-09-15,1376579.6306578636
305,2021-09-16,1375170.2493445396
306,2021-09-17,1361359.9187857627
307,2021-09-20,1337230.4016730308
308,2021-09-21,1342638.4076544761
309,2021-09-22,1362378.1811415672
310,2021-09-23,1379244.094715786
311,2021-09-24,1382822.8264472007
312,2021-09-27,1376677.8782507896
313,2021-09-28,1352932.2767035484
314,2021-09-29,1357368.778408718
315,2021-09-30,1340350.0996050835
316,2021-10-01,1357162.8828438453
317,2021-10-04,1336747.2286487694
318,2021-10-05,1350685.0715872918
319,2021-10-06,1353237.0409507789
320,2021-10-07,1364419.9205502358
321,2021-10-08,1365570.4227246132
322,2021-10-11,1360467.9692448464
323,2021-10-12,1351935.4886387673
324,2021-10-13,1343674.632983097
325,2021-10-14,1365775.7239407387
326,2021-10-15,1379422.3102673378
327,2021-10-18,1387158.1299771157
328,2021-10-19,1405531.4481114235
329,2021-10-20,1413091.375941166
330,2021-10-21,1404512.2523030129
331,2021-10-22,1411371.525347599
332,2021-10-25,1407184.0347508278
333,2021-10-26,1410339.9808377114
334,2021-10-27,1398912.3635128823
